term,CRN,subject,course,title,cross listed,linked(labs),credit value,actual,max seating,start date,end date,start time,end time,days,building,room,faculty
201420,23189,CSCI,1227.2RC,REC C:Comp Prog & Prob Solving,,R1,0.00,22 ,25 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,LA,182,Yasushi Akiyama
201420,23576,CSCI,1228.2,Accelerated Prog & Prob Solv,,C1,3.00,20 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,SB,155,Porter Scobey
201420,24315,CSCI,1228.2B,Accelerated Prog & Prob Solv,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,1900,2015,MW,,,Porter Scobey
201420,23577,CSCI,1228.2R,REC Accelerat Prog & Prob Solv,,R1,0.00,20 ,30 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,SB,155,Porter Scobey
201420,21812,CSCI,2307.2,Theoretical Found of Comp Sci,,C1,3.00,22 ,30 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,277,Stavros Konstantinidis
201420,21819,CSCI,2307.2R,REC Theor Found of Comp Sci,,R1,0.00,22 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,282,Stavros Konstantinidis
201410,11825,CSCI,2327.1,Digital Logic & Assem Level MO,,C1,3.00,36 ,50 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,173,Norma Linney
201410,11838,CSCI,2327.1RA,REC A: Dig Logic & As Level MO,,R1,0.00,20 ,25 , 4-Sep-2013, 17-Dec-13,1600,1715,T,LA,182,Norma Linney
201410,14190,CSCI,2327.1RB,REC B:Digl Logic & As Level MO,,R1,0.00,16 ,25 , 4-Sep-2013, 17-Dec-13,1300,1415,F,LA,182,Norma Linney
201420,20753,CSCI,2328.2,Assembly Lvl Mach Organ & Lang,,C1,3.00,24 ,50 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,B,221,Norma Linney
201420,21811,CSCI,2328.2RA,REC A: Assembly Lvl Mach Organ,,R1,0.00,20 ,25 , 6-Jan-2014, 26-Apr-14,1430,1545,M,LA,182,Norma Linney
201420,23974,CSCI,2328.2RB,REC B:Assembly Lvl Mach Organ,,R1,0.00,4 ,25 , 6-Jan-2014, 26-Apr-14,1600,1715,M,SB,155,Norma Linney
201410,10773,CSCI,2341.1,Data Struct & Algorithms I,,C1,3.00,28 ,40 , 4-Sep-2013, 17-Dec-13,0900,1200,F,B,205,Porter Scobey
201410,10774,CSCI,2341.1RA,REC: Data Struct & Algorithms,,R1,0.00,15 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,M,SB,155,Porter Scobey
201410,14254,CSCI,2341.1RB,REC B:Data Struct & Algorithm,,R1,0.00,13 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,W,SB,155,Porter Scobey
201420,20756,CSCI,2342.2,Data Struct & Algorithms II,,C1,3.00,15 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,SB,155,Porter Scobey
201420,21822,CSCI,2342.2RA,REC A: Data Struc & Algorithms,,R1,0.00,15 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,M,SB,155,Porter Scobey
201410,13857,CSCI,2355.1,Internet Tech & Web Prog,,C1,3.00,21 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,SB,155,Porter Scobey
201410,13858,CSCI,2355.1R,REC: Internet Tech & Web Prog,,R1,0.00,21 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,T,SB,155,Porter Scobey
201410,14110,CSCI,3428.1,Software Engineering,,,3.00,16 ,24 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,ME,011,Tami Meredith
201410,12242,CSCI,3430.1,Programming Languages,,C1,3.00,16 ,30 , 4-Sep-2013, 17-Dec-13,0900,1200,F,B,207,Curtis Somers
201410,12243,CSCI,3430.1R,REC: Programming Languages,,R1,0.00,16 ,30 , 4-Sep-2013, 17-Dec-13,1900,2015,T,LA,182,Curtis Somers
201410,12713,CSCI,3431.1,Operating Systems,,C1,3.00,25 ,50 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,178,Tami Meredith
201410,12714,CSCI,3431.1RA,REC A: Operating Systems,,L1,0.00,21 ,25 , 4-Sep-2013, 17-Dec-13,1600,1715,T,LA,276,Andrew Valencik
201410,14667,CSCI,3431.1RB,Operating Systems,,L1,0.00,4 ,25 , 4-Sep-2013, 17-Dec-13,1600,1715,M,LA,182,Andrew Valencik
201410,14369,CSCI,3451.1,Theory of Computation,,,3.00,6 ,12 , 4-Sep-2013, 17-Dec-13,0900,1200,F,SB,152,Stavros Konstantinidis
201420,23976,CSCI,3465.2,Object-Oriented Programming,,C1,3.00,8 ,30 , 6-Jan-2014, 26-Apr-14,1730,1845,TR,LA,182,Jean-Paul Deveaux
201420,23977,CSCI,3465.2R,REC:Object-Oriented Program,,R1,0.00,8 ,30 , 6-Jan-2014, 26-Apr-14,1900,2015,T,LA,182,Jean-Paul Deveaux
201420,23578,CSCI,3482.2,Artificial Intelligence,,,3.00,8 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,ME,108,Sageev Oore
201420,23978,CSCI,3830.2,Game Programming,,C1,3.00,15 ,20 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,ME,011,Tami Meredith
201420,24303,CSCI,3830.2L,LAB: Game Programming,,L1,0.00,15 ,20 , 6-Jan-2014, 26-Apr-14,1300,1559,F,LA,182,Andrew Valencik
201410,14370,CSCI,4423.1,Cryptography,,,3.00,10 ,25 , 4-Sep-2013, 17-Dec-13,0900,1200,S,SB,152,Stavros Konstantinidis
201420,23979,CSCI,4452.2,Algorithm Analysis,,,3.00,10 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,269,Paul Muir
201410,14371,CSCI,4471.1,Computer Graphics,,C1,3.00,3 ,25 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,SB,158,Sageev Oore
201410,14372,CSCI,4471.1R,REC: Computer Graphics,,R1,0.00,3 ,25 , 4-Sep-2013, 17-Dec-13,1130,1245,R,SB,152,Sageev Oore
201420,23980,CSCI,4477.2,Data Mining,,,3.00,18 ,20 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,269,Pawan Lingras
201410,10117,ECON,1201.1A,Principles of Microeconomics,,,3.00,56 ,60 , 4-Sep-2013, 17-Dec-13,1400,1700,M,MM,TAUD,Saleh AmirKhalkhali
201410,10118,ECON,1201.1B,Principles of Microeconomics,,,3.00,57 ,60 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,LA,186,Saleh AmirKhalkhali
201410,10119,ECON,1201.1C,Principles of Microeconomics,,,3.00,58 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,170,Pyare Arya
201410,10120,ECON,1201.1D,Principles of Microeconomics,,,3.00,54 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,170,Pyare Arya
201410,10121,ECON,1201.1E,Principles of Microeconomics,,,3.00,44 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,290,Javid Taheri
201410,10122,ECON,1201.1F,Principles of Microeconomics,,,3.00,53 ,60 , 4-Sep-2013, 17-Dec-13,1730,2015,M,SB,160,William Steele
201410,10123,ECON,1201.1G,Principles of Microeconomics,,,3.00,50 ,60 , 4-Sep-2013, 17-Dec-13,1730,2015,W,ME,104,David Robinson
201410,10124,ECON,1201.1H,Principles of Microeconomics,,,3.00,37 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,290,Javid Taheri
201410,10126,ECON,1201.1I,Principles of Microeconomics,,,3.00,53 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,M,MM,TAUD,Najma Sharif
201410,10127,ECON,1201.1J,Principles of Microeconomics,,,3.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,LA,188,Mark Raymond
201410,10128,ECON,1201.1K,Principles of Microeconomics,,,3.00,42 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,M,MM,TAUD,Najma Sharif
201410,10129,ECON,1201.1L,Principles of Microeconomics,,,3.00,25 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,LA,283,Mark Raymond
201410,12466,ECON,1201.1M,Principles of Microeconomics,,,3.00,51 ,60 , 4-Sep-2013, 17-Dec-13,1730,2015,R,SB,160,Barry Soper
201410,13160,ECON,1201.1N,Principles of Microeconomics,,,3.00,53 ,60 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,ME,104,David Robinson
201410,14342,ECON,1201.1WT,Principles of Microeconomics,,,3.00,27 ,45 , 4-Sep-2013, 17-Dec-13,1730,2015,T,WT,,Barry Soper
201420,20118,ECON,1201.2A,Principles of Microeconomics,,,3.00,59 ,60 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,SB,160,Maryam Dilmaghani
201420,20119,ECON,1201.2B,Principles of Microeconomics,,,3.00,57 ,60 , 6-Jan-2014, 26-Apr-14,1730,2015,R,LA,297,Jeremiah Neily
201420,21946,ECON,1201.2C,Principles of Microeconomics,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1600,1829,T,LA,175,William Steele
201410,10131,ECON,1202.1A,Principles of Macroeconomics,,,3.00,60 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,F,LA,170,Donald McIver
201410,10132,ECON,1202.1B,Principles of Macroeconomics,,,3.00,53 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,F,LA,170,Donald McIver
201410,10133,ECON,1202.1C,Principles of Macroeconomics,,,3.00,54 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,W,SB,255,Ganim Adam
201420,20122,ECON,1202.2A,Principles of Macroeconomics,,,3.00,57 ,60 , 6-Jan-2014, 26-Apr-14,1600,1829,M,SB,160,Saleh AmirKhalkhali
201420,20123,ECON,1202.2B,Principles of Macroeconomics,,,3.00,62 ,60 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,175,Saleh AmirKhalkhali
201420,20124,ECON,1202.2C,Principles of Macroeconomics,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,174,Pyare Arya
201420,20125,ECON,1202.2D,Principles of Macroeconomics,,,3.00,57 ,60 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,173,Pyare Arya
201420,20126,ECON,1202.2E,Principles of Macroeconomics,,,3.00,56 ,60 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,174,Javid Taheri
201420,20127,ECON,1202.2F,Principles of Macroeconomics,,,3.00,57 ,60 , 6-Jan-2014, 26-Apr-14,1730,2015,M,LA,186,Kirsten Robertson
201420,20128,ECON,1202.2G,Principles of Macroeconomics,,,3.00,56 ,60 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,AT,101,Javid Taheri
201420,20129,ECON,1202.2H,Principles of Macroeconomics,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,297,David Robinson
201420,20130,ECON,1202.2I,Principles of Macroeconomics,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1730,2015,W,ME,107,David Robinson
201420,20131,ECON,1202.2J,Principles of Macroeconomics,,,3.00,60 ,60 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,SB,160,Mark Raymond
201420,21945,ECON,1202.2K,Principles of Macroeconomics,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1600,1829,R,LA,175,Barry Soper
201420,22415,ECON,1202.2L,Principles of Macroeconomics,,,3.00,59 ,60 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,296,Mark Raymond
201420,23952,ECON,1202.2WT,Principles of Macroeconomics,,,3.00,21 ,26 , 6-Jan-2014, 26-Apr-14,1730,2015,T,WT,,Barry Soper
201410,10135,ECON,3300.1A,Intermediate Micro,,,3.00,25 ,35 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,LA,179,Ather Akbari
201410,12589,ECON,3300.1B,Intermediate Micro,,,3.00,35 ,35 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,LA,271,Pyare Arya
201420,20136,ECON,3300.2,Intermediate Micro,,,3.00,34 ,35 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,ME,108,Sonja Novkovic
201410,10137,ECON,3301.1,Intermediate Macro,,,3.00,37 ,35 , 4-Sep-2013, 17-Dec-13,0900,1200,F,LA,174,Bidyut Talukdar
201420,20138,ECON,3301.2A,Intermediate Macro,,,3.00,35 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,LA,175,Bidyut Talukdar
201420,22838,ECON,3301.2B,Intermediate Macro,,,3.00,30 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,171,Javid Taheri
201410,10138,ECON,3302.1,Mathematical Economics,,,3.00,29 ,35 , 4-Sep-2013, 17-Dec-13,0900,1200,M,MM,201,Maryam Dilmaghani
201410,10139,ECON,3303.1,Intermediate Economic Stats,,,3.00,18 ,30 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,273,Atul Dar
201410,10140,ECON,3307.1A,Money & Banking,,,3.00,38 ,35 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,LA,177,Maryam Dilmaghani
201410,10141,ECON,3307.1B,Money & Banking,,,3.00,34 ,35 , 4-Sep-2013, 17-Dec-13,1400,1700,T,LA,175,Donald McIver
201420,21287,ECON,3307.2A,Money & Banking,,,3.00,39 ,35 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,277,Maryam Dilmaghani
201420,21847,ECON,3307.2B,Money & Banking,,,3.00,34 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,LA,275,Maryam Dilmaghani
201420,23550,ECON,3307.2WT,Money & Banking,,,3.00,37 ,35 , 6-Jan-2014, 26-Apr-14,1730,2015,M,WT,,Ganim Adam
201410,10142,ECON,3310.1,Development Economics,,,3.00,29 ,35 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,LA,273,Sonja Novkovic
201420,20140,ECON,3310.2,Development Economics,,,3.00,33 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,178,Najma Sharif
201410,14343,ECON,3315.1,Comparative Ecomomic Systems,,,3.00,26 ,35 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,181,Sonja Novkovic
201420,23953,ECON,3316.2,Industrial Organization,,,3.00,36 ,35 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,MM,209,Pyare Arya
201410,10144,ECON,3318.1,Public Finance: Expenditure,,,3.00,13 ,35 , 4-Sep-2013, 17-Dec-13,1730,2015,R,LA,273,Thomas Storring
201420,21479,ECON,3319.2,Public Finance: Taxation,,,3.00,25 ,35 , 6-Jan-2014, 26-Apr-14,1730,2015,M,LA,274,Thomas Storring
201410,13838,ECON,3322.1,Canadian Economic Issues,,,3.00,33 ,35 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,LA,178,Armand Pinard
201420,23551,ECON,3325.2,Atlantic Economy Seminar,,,3.00,34 ,35 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,274,Armand Pinard
201410,10147,ECON,3340.1A,Human Resource Economics,,,3.00,33 ,35 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,MM,209,Martha MacDonald
201410,10148,ECON,3340.1B,Human Resource Economics,,,3.00,31 ,35 , 4-Sep-2013, 17-Dec-13,1400,1700,F,AT,101,Martha MacDonald
201420,20144,ECON,3340.2A,Human Resource Economics,,,3.00,34 ,35 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,MM,209,Ather Akbari
201420,20145,ECON,3340.2B,Human Resource Economics,,,3.00,32 ,35 , 6-Jan-2014, 26-Apr-14,1600,1829,M,LA,281,Ather Akbari
201420,23954,ECON,3340.2C,Human Resource Economics,,,3.00,35 ,35 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,MM,209,Martha MacDonald
201410,14344,ECON,3341.1,Labour Economics,,,3.00,19 ,35 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,277,Ather Akbari
201420,23955,ECON,3349.2,Women and the Economy,,,3.00,16 ,30 , 6-Jan-2014, 26-Apr-14,1600,1829,T,MM,335,Martha MacDonald
201410,12141,ECON,3363.1,Environmental Economics,,,3.00,34 ,35 , 4-Sep-2013, 17-Dec-13,1600,1829,W,MM,335,Mark Raymond
201420,21848,ECON,3363.2,Environmental Economics,,,3.00,36 ,35 , 6-Jan-2014, 26-Apr-14,1600,1829,W,MM,335,Mark Raymond
201410,14345,ECON,3364.1,Cost-Benefit Analysis,,,3.00,13 ,35 , 4-Sep-2013, 17-Dec-13,0900,1200,F,B,207,Najma Sharif
201410,11867,ECON,3365.1,International Economic issues,,,3.00,35 ,35 , 4-Sep-2013, 17-Dec-13,1400,1700,W,LA,188,Wimal Rankaduwa
201420,23552,ECON,3365.2,International Economic issues,,,3.00,35 ,35 , 6-Jan-2014, 26-Apr-14,1600,1829,R,LA,177,Wimal Rankaduwa
201420,23389,ECON,4400.2,Advanced Micro Theory,,,3.00,16 ,25 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,178,Ather Akbari
201410,13360,ECON,4401.1,Advanced Macro Theory,,,3.00,21 ,25 , 4-Sep-2013, 17-Dec-13,0900,1200,F,LA,176,Javid Taheri
201420,20154,ECON,4403.2,Econometrics,,,3.00,10 ,20 , 6-Jan-2014, 26-Apr-14,1600,1829,W,LA,277,Saleh AmirKhalkhali
201420,23130,ECON,4405.2,Special Topics in Macroeco,,,3.00,5 ,15 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,ME,111,Atul Dar
201420,23956,ECON,4407.2,Monetary Economics,,,3.00,4 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,280,Najma Sharif
201410,11055,ECON,4475.1,Business Consultancy,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,BDC,,Eric Crowell
201420,21036,ECON,4475.2,Business Consultancy,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,BDC,,Eric Crowell
201410,10154,ECON,4498.1,Research Seminar,,,3.00,7 ,15 , 4-Sep-2013, 17-Dec-13,1600,1829,R,SB,152,Atul Dar
201410,11063,ECON,4499.1,Honours Thesis,,,3.00,1 ,10 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,20157,ECON,4499.2,Honours Thesis Econ,,,3.00,4 ,10 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,23554,ECON,6601.2,Econ & Policy:Global Context,,,3.00,23 ,50 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,271,Bidyut Talukdar
201410,14690,ECON,6692.1,DS: Healthcare and Economy,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Mark Raymond
201410,13315,ECON,6699.0,Research Project in Economics,,,6.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201410,11606,ECON,6699.1XX,Research Project in Economics,,,3.00,2 ,2 , 4-Sep-2013, 17-Dec-13,,,,,,Mark Raymond
201420,21556,ECON,6699.2YY,Research Project in Economics,,,3.00,2 ,2 , 6-Jan-2014, 26-Apr-14,,,,,,Mark Raymond
201410,14623,EDUC,1000.1,Intro to University Education,,,3.00,27 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,ME,110,Shelagh Crooks
201420,24306,EDUC,1000.2,Intro to University Education,,,3.00,31 ,30 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,HC,211,Shelagh Crooks
201410,10717,EDUC,3305.1,Perspectives on Schooling,,,3.00,6 ,40 , 4-Sep-2013, 17-Dec-13,1600,1715,MW,LA,178,Paul Bennett
201420,20702,EDUC,3306.2,Schooling and Society,,,3.00,6 ,30 , 6-Jan-2014, 26-Apr-14,0900,1145,F,MM,215,Paul Bennett
201420,23850,EDUC,3307.2,Sociology of Education,C5,,3.00,5 ,40 , 6-Jan-2014, 26-Apr-14,1600,1829,W,LA,175,Darryl Leroux
201410,14452,EDUC,3365.1,Phil Foundations of Education,E5,,3.00,2 ,30 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,MN,519,Shelagh Crooks
201410,14451,EDUC,4476.1,Education & Development I,D7,,3.00,2 ,25 , 4-Sep-2013, 17-Dec-13,1800,2029,W,MM,227,Shane Theunissen
201420,24044,EDUC,4477.2,Education and Development II,C6,,3.00,2 ,25 , 6-Jan-2014, 26-Apr-14,1800,2029,W,MM,227,Shane Theunissen
201410,14082,EDUC,4828.1,Sp Top: Peace Education,,,3.00,16 ,30 , 4-Sep-2013, 17-Dec-13,1730,2000,T,MM,227,Hetty van Gurp
201420,23787,EDUC,4828.2ZZ,*CANCELLED*,,,1.50,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,11976,EDUC,5656.1,Curriculum & Instruct ESL/EFL,,,3.00,15 ,30 , 4-Sep-2013, 17-Dec-13,1630,1859,M,MM,201,Rory Leitch
201420,21948,EDUC,5657.2,Curriculum & Instruct ESL II,,,3.00,13 ,30 , 6-Jan-2014, 26-Apr-14,1630,1859,M,MM,201,Rory Leitch
201410,14164,EDUC,5658.1,Pedagogical Grammar ESL,,,3.00,16 ,20 , 4-Sep-2013, 17-Dec-13,1630,1859,R,MM,214A,Sandra Powell
201410,14185,EDUC,5659.1ZZ,Seminar & Practicum ESL/EFL,,,1.50,16 ,20 , 4-Sep-2013, 17-Dec-13,1900,2129,M,AT,216,Esther Enns
201420,23092,EDUC,5659.2ZZ,Seminar & Practicum ESL/EFL,,,1.50,12 ,20 , 6-Jan-2014, 26-Apr-14,1900,2129,M,AT,216,Esther Enns
201420,23832,EDUC,5661.2,"Language, Culture & Education",,,3.00,16 ,15 , 6-Jan-2014, 26-Apr-14,1630,1859,R,MM,214A,Esther Enns
201410,14450,EDUC,6676.1,Education & Development I,D7,,3.00,0 ,10 , 4-Sep-2013, 17-Dec-13,1800,2029,W,MM,227,Shane Theunissen
201420,24045,EDUC,6677.2,Education and Development II,C6,,3.00,0 ,10 , 6-Jan-2014, 26-Apr-14,1800,2029,W,MM,227,Shane Theunissen
201420,20172,EGNE,1203.2A,Engineering Mechanics: Statics,,C1,3.00,37 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,177,Adel Merabet
201420,20173,EGNE,1203.2B,Engineering Mechanics: Statics,,C1,3.00,39 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,MM,223,Jason Rhinelander
201420,23843,EGNE,1203.2C,Engineering Mechanics: Statics,,C1,3.00,42 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,271,Jason Rhinelander
201420,20175,EGNE,1203.2LA,LAB A Eng Mechanics: Statics,,L1,0.00,39 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,T,SB,155,Adel Merabet
201420,20176,EGNE,1203.2LB,LAB B Eng Mechanics: Statics,,L1,0.00,39 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,F,SB,155,Jason Rhinelander
201420,23844,EGNE,1203.2LC,LAB C Eng Mechanics: Statics,,L1,0.00,40 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,T,MM,301,Jason Rhinelander
201410,10184,EGNE,1204.1A,Computer Methods for Engineers,,C1,3.00,54 ,60 , 4-Sep-2013, 17-Dec-13,0830,0945,TR,LA,278,Jason Rhinelander
201410,10185,EGNE,1204.1B,Computer Methods for Engineers,,C1,3.00,55 ,60 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,278,Jason Rhinelander
201410,10187,EGNE,1204.1LA,LAB A Computer Mthds for Eng,,L1,0.00,53 ,60 , 4-Sep-2013, 17-Dec-13,0830,1129,F,LA,278,Jason Rhinelander
201410,10188,EGNE,1204.1LB,LAB B Computer Mthds for Eng,,L1,0.00,56 ,60 , 4-Sep-2013, 17-Dec-13,1730,2029,M,LA,278,Jason Rhinelander
201410,10178,EGNE,1206.1A,Engineering Design Graphics I,,C1,3.00,33 ,40 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,MM,301,Donald MacNeil
201410,14178,EGNE,1206.1B,Engineering Design Graphics I,,C1,3.00,37 ,40 , 4-Sep-2013, 17-Dec-13,0900,1200,M,SB,255,Donald MacNeil
201410,10181,EGNE,1206.1LA,LAB A:  Design Graphics I,,L1,0.00,34 ,40 , 4-Sep-2013, 17-Dec-13,1430,1729,M,MM,301,Donald MacNeil
201410,14179,EGNE,1206.1LB,LAB B: Design Graphics I,,L1,0.00,36 ,40 , 4-Sep-2013, 17-Dec-13,1430,1729,T,MM,301,Donald MacNeil
201420,23448,EGNE,1206.2,Engineering Design Graphics I,,C1,3.00,42 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,MM,301,Donald MacNeil
201420,23449,EGNE,1206.2L,LAB: Design Graphics l,,L1,0.00,43 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,W,MM,301,Donald MacNeil
201420,24345,EGNE,1206.2X,Engineering Design Graphics I,,C1,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Donald MacNeil
201410,10190,EGNE,2301.1,Dynamics,,C1,3.00,36 ,40 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,MM,301,Adel Merabet
201410,10191,EGNE,2301.1L,LAB Dynamics,,L1,0.00,36 ,40 , 4-Sep-2013, 17-Dec-13,1430,1729,W,MM,301,Adel Merabet
201420,23874,EGNE,2302.2,Engineering Economics,,C1,3.00,65 ,60 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,LA,174,Jason Rhinelander
201420,23875,EGNE,2302.2L,LAB: Engineering Economics,,L1,0.00,65 ,60 , 6-Jan-2014, 26-Apr-14,1730,1845,W,AT,101,Jason Rhinelander
201410,10192,EGNE,2303.1A,Thermo-Fluid Engineering I,,C1,3.00,32 ,40 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,LA,177,Adel Merabet
201410,14363,EGNE,2303.1B,Thermo-Fluid Engineering I,,C2,3.00,31 ,50 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,MM,335,Benjamin Sponagle
201410,10193,EGNE,2303.1LA,LAB: Thermo-Fluid EGNE I,,L1,0.00,32 ,40 , 4-Sep-2013, 17-Dec-13,1430,1729,T,MM,223,Adel Merabet
201410,14364,EGNE,2303.1LB,LAB B: Thermo-Fluid EGNE I,,L2,0.00,31 ,50 , 4-Sep-2013, 17-Dec-13,1430,1729,F,LA,173,Benjamin Sponagle
201420,23165,EGNE,2303.2,Thermo- Fluid Engineering l,,C1,3.00,46 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,274,Adel Merabet
201420,23166,EGNE,2303.2L,LAB Thermo-Fluid EGNE l,,L1,0.00,46 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,W,ME,107,Adel Merabet
201410,13383,EGNE,2304.1,Mechanics of Deformable Bodies,,C1,3.00,24 ,40 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,271,Samuel Veres
201410,13384,EGNE,2304.1L,LAB: Mechanics of Deformable,,L1,0.00,24 ,40 , 4-Sep-2013, 17-Dec-13,1430,1729,W,LA,177,Samuel Veres
201420,20184,EGNE,2304.2A,Mechanics of Deformable Bodies,,C1,3.00,41 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,179,Samuel Veres
201420,23971,EGNE,2304.2B,Mechanics of Deformable Bodies,,C1,3.00,23 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,275,Samuel Veres
201420,20185,EGNE,2304.2LA,LAB Mechanics of Deformable,,L1,0.00,43 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,T,LA,275,Samuel Veres
201420,23972,EGNE,2304.2LB,LAB B: Mechanics of Deformable,,L1,0.00,21 ,40 , 6-Jan-2014, 26-Apr-14,1430,1729,M,B,205,Samuel Veres
